Date,Ticker,Streak
2024-11-29,AAPL,1.0
2024-12-02,AAPL,2.0
2024-12-03,AAPL,3.0
2024-12-04,AAPL,4.0
2024-12-05,AAPL,5.0
2024-12-06,AAPL,-1.0
2024-12-09,AAPL,1.0
2024-12-10,AAPL,2.0
2024-12-11,AAPL,-1.0
2024-12-12,AAPL,1.0
2024-12-13,AAPL,2.0
2024-12-16,AAPL,3.0
2024-12-17,AAPL,4.0
2024-12-18,AAPL,-1.0
2024-12-19,AAPL,1.0
2024-12-20,AAPL,2.0
2024-12-23,AAPL,3.0
2024-12-24,AAPL,4.0
2024-12-26,AAPL,5.0
2024-12-27,AAPL,-1.0
2024-12-30,AAPL,-2.0
2024-12-31,AAPL,-3.0
